rowid;fpl_hostname;fpl_letter;fpl_name;fpl_discmethod;fpl_controvflag;fpl_disc;fpl_orbper;fpl_smax;fpl_eccen;fpl_bmasse;fpl_bmassj;fpl_bmassprov;fpl_rade;fpl_radj;fpl_rads;fpl_dens;fpl_eqt;fpl_insol;fpl_tranflag;fpl_cbflag;fpl_snum;ra_str;ra;dec_str;dec;fst_dist;fst_optmag;fst_optmagband;fst_nirmag;fst_nirmagband;fst_spt;fst_teff;fst_logg;fst_lum;fst_mass;fst_rad;fst_met;fst_metratio;fst_age
2774;Kepler-362;c;Kepler-362 c;Transit;0;2014;3.786.628.100;0.207000;;270.000;0.00849;M-R relationship;1.450;0.129;0.013;487.000;;36.67;1;0;1;19h27m05.19s;291.771.639;+47d31m47.7s;47.529.903;1123.91;14.486;G (Gaia);12.784;Ks (2MASS);;5788.00;4.64;0.191;0.86;0.72;-0.230;[Fe/H];4.270
2775;Kepler-363;b;Kepler-363 b;Transit;0;2014;361.456.800;0.048000;;165.000;0.00521;M-R relationship;1.160;0.103;0.011;581.000;;1000.24;1;0;1;18h52m46.10s;283.192.081;+41d18m19.4s;41.305.393;779.76;13.316;G (Gaia);11.697;Ks (2MASS);;5593.00;4.15;0.348;1.10;1.49;0.370;[Fe/H];5.250
2776;Kepler-363;c;Kepler-363 c;Transit;0;2014;754.242.700;0.079000;;6.640.000;0.20900;Mass;1.690;0.151;0.015;7.560.000;;376.29;1;0;1;18h52m46.10s;283.192.081;+41d18m19.4s;41.305.393;779.76;13.316;G (Gaia);11.697;Ks (2MASS);;5593.00;4.15;0.348;1.10;1.49;0.370;[Fe/H];5.250
2777;Kepler-363;d;Kepler-363 d;Transit;0;2014;1.193.212.500;0.107000;;486.000;0.01530;M-R relationship;2.050;0.183;0.019;310.000;;203.76;1;0;1;18h52m46.10s;283.192.081;+41d18m19.4s;41.305.393;779.76;13.316;G (Gaia);11.697;Ks (2MASS);;5593.00;4.15;0.348;1.10;1.49;0.370;[Fe/H];5.250
2778;Kepler-364;b;Kepler-364 b;Transit;0;2014;2.574.571.800;0.178000;;302.000;0.00951;M-R relationship;1.550;0.138;0.014;446.000;;68.71;1;0;1;18h46m16.78s;281.569.933;+47d23m55.3s;47.398.697;915.02;13.613;G (Gaia);12.388;Ks (2MASS);;6108.00;4.27;0.341;1.19;1.28;0.030;[Fe/H];3.470
2779;Kepler-364;c;Kepler-364 c;Transit;0;2014;5.998.062.700;0.312000;;527.000;0.01660;M-R relationship;2.150;0.192;0.020;291.000;;22.23;1;0;1;18h46m16.78s;281.569.933;+47d23m55.3s;47.398.697;915.02;13.613;G (Gaia);12.388;Ks (2MASS);;6108.00;4.27;0.341;1.19;1.28;0.030;[Fe/H];3.470
2780;Kepler-365;b;Kepler-365 b;Transit;0;2014;1.066.490.300;0.098000;;482.000;0.01520;M-R relationship;2.040;0.182;0.019;312.000;;;1;0;1;19h42m30.38s;295.626.598;+49d07m49.6s;49.130.436;950.00;14.651;Kepler-band;13.145;Ks (2MASS);;6012.00;4.43;0.112;1.02;1.05;0.060;[Fe/H];4.270
2781;Kepler-365;c;Kepler-365 c;Transit;0;2014;1.778.412.900;0.137000;;333.000;0.01050;M-R relationship;1.640;0.146;0.015;415.000;;;1;0;1;19h42m30.38s;295.626.598;+49d07m49.6s;49.130.436;950.00;14.651;Kepler-band;13.145;Ks (2MASS);;6012.00;4.43;0.112;1.02;1.05;0.060;[Fe/H];4.270
2782;Kepler-366;b;Kepler-366 b;Transit;0;2014;328.195.900;0.045000;;273.000;0.00859;M-R relationship;1.460;0.130;0.013;482.000;;1873.31;1;0;1;19h47m24.49s;296.852.042;+49d05m04.0s;49.084.446;1959.31;14.790;G (Gaia);13.351;Ks (2MASS);;6209.00;4.45;0.541;1.07;1.05;0.010;[Fe/H];3.390
2783;Kepler-366;c;Kepler-366 c;Transit;0;2014;1.251.616.000;0.110000;;386.000;0.01210;M-R relationship;1.790;0.160;0.016;370.000;;314.93;1;0;1;19h47m24.49s;296.852.042;+49d05m04.0s;49.084.446;1959.31;14.790;G (Gaia);13.351;Ks (2MASS);;6209.00;4.45;0.541;1.07;1.05;0.010;[Fe/H];3.390
2784;Kepler-367;b;Kepler-367 b;Transit;0;2014;3.781.572.400;0.201000;;224.000;0.00705;M-R relationship;1.300;0.116;0.012;560.000;;5.99;1;0;1;19h49m10.18s;297.292.418;+49d58m53.9s;49.981.632;189.05;12.848;G (Gaia);10.674;Ks (2MASS);;4710.00;4.63;-0.651;0.81;0.69;0.000;[Fe/H];2.290
2785;Kepler-367;c;Kepler-367 c;Transit;0;2014;5.357.863.700;0.253000;;187.000;0.00588;M-R relationship;1.200;0.107;0.011;595.000;;3.76;1;0;1;19h49m10.18s;297.292.418;+49d58m53.9s;49.981.632;189.05;12.848;G (Gaia);10.674;Ks (2MASS);;4710.00;4.63;-0.651;0.81;0.69;0.000;[Fe/H];2.290
2786;Kepler-368;b;Kepler-368 b;Transit;0;2014;2.684.768.000;0.186000;;1.070.000;0.03360;M-R relationship;3.260;0.291;0.030;170.000;;107.58;1;0;1;19h27m31.21s;291.880.046;+45d23m16.6s;45.387.936;788.30;12.838;G (Gaia);11.175;Ks (2MASS);;5502.00;3.90;0.548;0.97;2.02;0.090;[Fe/H];10.470
2787;Kepler-368;c;Kepler-368 c;Transit;0;2014;7.237.933.400;0.360000;;1.430.000;0.04510;M-R relationship;3.880;0.346;0.036;135.000;;28.68;1;0;1;19h27m31.21s;291.880.046;+45d23m16.6s;45.387.936;788.30;12.838;G (Gaia);11.175;Ks (2MASS);;5502.00;3.90;0.548;0.97;2.02;0.090;[Fe/H];10.470
2788;Kepler-369;b;Kepler-369 b;Transit;0;2014;273.275.600;0.030000;;151.000;0.00474;M-R relationship;1.130;0.101;0.010;575.000;;40.30;1;0;1;19h34m41.82s;293.674.235;+47d54m30.5s;47.908.467;260.32;15.668;G (Gaia);12.395;Ks (2MASS);;3591.00;4.79;-1.420;0.50;0.47;-0.090;[Fe/H];4.170
2789;Kepler-369;c;Kepler-369 c;Transit;0;2014;1.487.157.200;0.094000;;257.000;0.00809;M-R relationship;1.410;0.126;0.013;504.000;;4.21;1;0;1;19h34m41.82s;293.674.235;+47d54m30.5s;47.908.467;260.32;15.668;G (Gaia);12.395;Ks (2MASS);;3591.00;4.79;-1.420;0.50;0.47;-0.090;[Fe/H];4.170
2790;Kepler-37;b;Kepler-37 b;Transit;0;2013;1.336.731.000;0.100300;0.000000;317.830;0.01000;Mass;0.336;0.030;0.003;45.900.000;;43.31;1;0;1;18h56m14.32s;284.059.660;+44d31m05.3s;44.518.131;64.04;9.550;G (Gaia);7.942;Ks (2MASS);;5417.00;4.57;-0.321;0.87;0.79;-0.320;[Fe/H];3.800
2791;Kepler-37;c;Kepler-37 c;Transit;0;2013;2.130.200.000;0.136800;0.090000;1.200.000;0.03776;Mass;0.750;0.067;0.007;;;22.79;1;0;1;18h56m14.32s;284.059.660;+44d31m05.3s;44.518.131;64.04;9.550;G (Gaia);7.942;Ks (2MASS);;5417.00;4.57;-0.321;0.87;0.79;-0.320;[Fe/H];3.800
2792;Kepler-37;d;Kepler-37 d;Transit;0;2013;3.979.220.000;0.207600;0.150000;1.220.000;0.03839;Mass;1.940;0.173;0.018;;;9.90;1;0;1;18h56m14.32s;284.059.660;+44d31m05.3s;44.518.131;64.04;9.550;G (Gaia);7.942;Ks (2MASS);;5417.00;4.57;-0.321;0.87;0.79;-0.320;[Fe/H];3.800
2793;Kepler-37;e;Kepler-37 e;Transit Timing Variations;0;2014;5.119.600.000;;;;;;;;;;;;1;0;1;18h56m14.32s;284.059.660;+44d31m05.3s;44.518.131;64.04;9.550;G (Gaia);7.942;Ks (2MASS);;5417.00;4.57;-0.321;0.87;0.79;-0.320;[Fe/H];3.800
2794;Kepler-370;b;Kepler-370 b;Transit;0;2014;457.953.000;0.054000;;315.000;0.00993;M-R relationship;1.590;0.142;0.015;431.000;;361.51;1;0;1;19h28m41.07s;292.171.121;+40d54m58.7s;40.916.306;1207.64;15.160;G (Gaia);13.550;Ks (2MASS);;5852.00;4.53;-0.013;0.98;0.90;0.030;[Fe/H];4.470
2795;Kepler-370;c;Kepler-370 c;Transit;0;2014;1.902.293.000;0.140000;;431.000;0.01360;M-R relationship;1.910;0.170;0.018;340.000;;54.20;1;0;1;19h28m41.07s;292.171.121;+40d54m58.7s;40.916.306;1207.64;15.160;G (Gaia);13.550;Ks (2MASS);;5852.00;4.53;-0.013;0.98;0.90;0.030;[Fe/H];4.470
2796;Kepler-371;b;Kepler-371 b;Transit;0;2014;3.476.327.800;0.200000;;423.000;0.01330;M-R relationship;1.890;0.169;0.017;344.000;;41.74;1;0;1;19h29m18.35s;292.326.464;+38d39m27.3s;38.657.588;832.54;13.798;G (Gaia);12.344;Ks (2MASS);;5666.00;4.39;0.193;0.93;0.99;-0.200;[Fe/H];5.500
2797;Kepler-371;c;Kepler-371 c;Transit;0;2014;6.796.801.500;0.313000;;382.000;0.01200;M-R relationship;1.780;0.159;0.016;372.000;;17.06;1;0;1;19h29m18.35s;292.326.464;+38d39m27.3s;38.657.588;832.54;13.798;G (Gaia);12.344;Ks (2MASS);;5666.00;4.39;0.193;0.93;0.99;-0.200;[Fe/H];5.500
2798;Kepler-372;b;Kepler-372 b;Transit;0;2014;684.969.200;0.075000;;242.000;0.00761;M-R relationship;1.360;0.121;0.013;529.000;;384.63;1;0;1;19h25m01.49s;291.256.195;+49d15m32.2s;49.258.953;1561.17;14.834;G (Gaia);13.559;Ks (2MASS);;6509.00;4.41;0.319;1.12;1.14;-0.020;[Fe/H];3.090
2799;Kepler-372;c;Kepler-372 c;Transit;0;2014;2.005.376.300;0.154000;;502.000;0.01580;M-R relationship;2.090;0.186;0.019;302.000;;91.88;1;0;1;19h25m01.49s;291.256.195;+49d15m32.2s;49.258.953;1561.17;14.834;G (Gaia);13.559;Ks (2MASS);;6509.00;4.41;0.319;1.12;1.14;-0.020;[Fe/H];3.090
2800;Kepler-372;d;Kepler-372 d;Transit;0;2014;3.009.256.800;0.201000;;350.000;0.01100;M-R relationship;1.690;0.151;0.015;398.000;;53.47;1;0;1;19h25m01.49s;291.256.195;+49d15m32.2s;49.258.953;1561.17;14.834;G (Gaia);13.559;Ks (2MASS);;6509.00;4.41;0.319;1.12;1.14;-0.020;[Fe/H];3.090
2801;Kepler-373;b;Kepler-373 b;Transit;0;2014;553.530.900;0.060000;;242.000;0.00761;M-R relationship;1.360;0.121;0.013;529.000;;453.87;1;0;1;19h17m33.12s;289.387.993;+50d35m49.4s;50.597.050;1125.74;14.486;G (Gaia);12.859;Ks (2MASS);;5787.00;4.56;0.194;0.93;0.84;-0.040;[Fe/H];4.170
2802;Kepler-373;c;Kepler-373 c;Transit;0;2014;1.672.594.800;0.126000;;207.000;0.00651;M-R relationship;1.240;0.111;0.011;597.000;;103.76;1;0;1;19h17m33.12s;289.387.993;+50d35m49.4s;50.597.050;1125.74;14.486;G (Gaia);12.859;Ks (2MASS);;5787.00;4.56;0.194;0.93;0.84;-0.040;[Fe/H];4.170
2803;Kepler-374;b;Kepler-374 b;Transit;0;2014;189.780.600;0.029000;;108.000;0.00340;M-R relationship;1.030;0.092;0.009;543.000;;2014.66;1;0;1;19h36m33.10s;294.137.930;+42d22m13.8s;42.370.502;1312.67;14.661;G (Gaia);13.136;Ks (2MASS);;5977.00;4.48;0.257;1.04;0.91;0.030;[Fe/H];3.890
2804;Kepler-374;c;Kepler-374 c;Transit;0;2014;328.280.700;0.042000;;137.000;0.00430;M-R relationship;1.100;0.098;0.010;566.000;;966.59;1;0;1;19h36m33.10s;294.137.930;+42d22m13.8s;42.370.502;1312.67;14.661;G (Gaia);13.136;Ks (2MASS);;5977.00;4.48;0.257;1.04;0.91;0.030;[Fe/H];3.890
2805;Kepler-374;d;Kepler-374 d;Transit;0;2014;502.821.900;0.056000;;227.000;0.00714;M-R relationship;1.310;0.117;0.012;555.000;;548.10;1;0;1;19h36m33.10s;294.137.930;+42d22m13.8s;42.370.502;1312.67;14.661;G (Gaia);13.136;Ks (2MASS);;5977.00;4.48;0.257;1.04;0.91;0.030;[Fe/H];3.890
2806;Kepler-375;b;Kepler-375 b;Transit;0;2014;1.212.593.400;0.101000;;270.000;0.00849;M-R relationship;1.450;0.129;0.013;487.000;;64.44;1;0;1;19h14m28.30s;288.617.907;+48d05m54.3s;48.098.416;1283.80;15.677;G (Gaia);14.081;Ks (2MASS);;5826.00;4.57;-0.166;0.90;0.84;-0.130;[Fe/H];4.170
2807;Kepler-375;c;Kepler-375 c;Transit;0;2014;1.998.632.600;0.141000;;751.000;0.02360;M-R relationship;2.650;0.236;0.024;222.000;;33.15;1;0;1;19h14m28.30s;288.617.907;+48d05m54.3s;48.098.416;1283.80;15.677;G (Gaia);14.081;Ks (2MASS);;5826.00;4.57;-0.166;0.90;0.84;-0.130;[Fe/H];4.170
2808;Kepler-376;b;Kepler-376 b;Transit;0;2014;492.019.900;0.057000;;124.000;0.00390;M-R relationship;1.070;0.095;0.010;556.000;;689.91;1;0;1;19h26m25.72s;291.607.165;+38d24m37.4s;38.410.386;948.06;13.734;G (Gaia);12.320;Ks (2MASS);;5900.00;4.30;0.329;1.06;1.18;0.020;[Fe/H];5.890
2809;Kepler-376;c;Kepler-376 c;Transit;0;2014;1.417.232.700;0.115000;;386.000;0.01210;M-R relationship;1.790;0.160;0.016;370.000;;168.29;1;0;1;19h26m25.72s;291.607.165;+38d24m37.4s;38.410.386;948.06;13.734;G (Gaia);12.320;Ks (2MASS);;5900.00;4.30;0.329;1.06;1.18;0.020;[Fe/H];5.890
2810;Kepler-377;b;Kepler-377 b;Transit;0;2014;1.250.952.900;0.109000;;251.000;0.00790;M-R relationship;1.390;0.124;0.013;514.000;;139.11;1;0;1;19h41m41.28s;295.422.002;+38d44m08.5s;38.735.691;843.65;13.831;G (Gaia);12.469;Ks (2MASS);;5949.00;4.30;0.190;1.07;1.22;0.010;[Fe/H];4.370
2811;Kepler-377;c;Kepler-377 c;Transit;0;2014;2.701.497.600;0.182000;;490.000;0.01540;M-R relationship;2.060;0.184;0.019;308.000;;49.85;1;0;1;19h41m41.28s;295.422.002;+38d44m08.5s;38.735.691;843.65;13.831;G (Gaia);12.469;Ks (2MASS);;5949.00;4.30;0.190;1.07;1.22;0.010;[Fe/H];4.370
2812;Kepler-378;b;Kepler-378 b;Transit;0;2014;1.609.236.100;0.112000;;0.34700;0.00109;M-R relationship;0.750;0.067;0.007;452.000;;17.82;1;0;1;19h39m47.66s;294.948.588;+46d26m19.1s;46.438.641;152.77;12.455;G (Gaia);10.201;Ks (2MASS);;4661.00;4.65;-0.677;0.78;0.67;0.050;[Fe/H];3.240
2813;Kepler-378;c;Kepler-378 c;Transit;0;2014;2.890.600.900;0.166000;;0.27100;0.00085;M-R relationship;0.700;0.062;0.006;434.000;;8.17;1;0;1;19h39m47.66s;294.948.588;+46d26m19.1s;46.438.641;152.77;12.455;G (Gaia);10.201;Ks (2MASS);;4661.00;4.65;-0.677;0.78;0.67;0.050;[Fe/H];3.240
2814;Kepler-379;b;Kepler-379 b;Transit;0;2014;2.009.838.000;0.152000;;339.000;0.01070;M-R relationship;1.660;0.148;0.015;407.000;;90.35;1;0;1;19h42m48.26s;295.701.103;+38d56m45.0s;38.945.831;747.00;13.369;G (Gaia);12.005;Ks (2MASS);;6054.00;4.27;0.267;1.15;1.31;0.060;[Fe/H];3.470
2815;Kepler-379;c;Kepler-379 c;Transit;0;2014;6.278.469.700;0.326000;;586.000;0.01840;M-R relationship;2.290;0.204;0.021;268.000;;19.79;1;0;1;19h42m48.26s;295.701.103;+38d56m45.0s;38.945.831;747.00;13.369;G (Gaia);12.005;Ks (2MASS);;6054.00;4.27;0.267;1.15;1.31;0.060;[Fe/H];3.470
2816;Kepler-38;b;Kepler-38 b;Transit;0;2012;10.559.900.000;0.463200;0.032000;12.200.000;0.38400;Mass;4.300;0.384;0.039;;475;;1;1;2;19h07m19.28s;286.830.353;+42d16m45.1s;42.279.205;1215.78;13.907;G (Gaia);12.342;Ks (2MASS);G4 V;5623.00;3.93;0.492;0.94;1.75;-0.110;[m/H];10.000
2817;Kepler-380;b;Kepler-380 b;Transit;0;2014;393.082.100;0.050000;;181.000;0.00570;M-R relationship;1.190;0.106;0.011;590.000;;808.09;1;0;1;18h49m34.71s;282.394.616;+48d45m32.9s;48.759.140;833.12;13.611;G (Gaia);12.289;Ks (2MASS);;6045.00;4.29;0.265;1.08;1.22;-0.060;[Fe/H];4.070
2818;Kepler-380;c;Kepler-380 c;Transit;0;2014;763.000.400;0.078000;;215.000;0.00678;M-R relationship;1.270;0.113;0.012;577.000;;333.56;1;0;1;18h49m34.71s;282.394.616;+48d45m32.9s;48.759.140;833.12;13.611;G (Gaia);12.289;Ks (2MASS);;6045.00;4.29;0.265;1.08;1.22;-0.060;[Fe/H];4.070
2819;Kepler-381;b;Kepler-381 b;Transit;0;2014;562.902.100;0.066000;;0.93700;0.00295;M-R relationship;0.990;0.088;0.009;531.000;;716.09;1;0;1;19h00m43.87s;285.182.787;+43d49m51.9s;43.831.089;269.39;10.546;G (Gaia);9.504;Ks (2MASS);;6152.00;4.12;0.506;1.44;1.57;0.040;[Fe/H];2.570
2820;Kepler-381;c;Kepler-381 c;Transit;0;2014;1.339.163.500;0.117000;;146.000;0.00459;M-R relationship;1.120;0.100;0.010;571.000;;225.33;1;0;1;19h00m43.87s;285.182.787;+43d49m51.9s;43.831.089;269.39;10.546;G (Gaia);9.504;Ks (2MASS);;6152.00;4.12;0.506;1.44;1.57;0.040;[Fe/H];2.570
2821;Kepler-382;b;Kepler-382 b;Transit;0;2014;526.215.500;0.055000;;230.000;0.00724;M-R relationship;1.320;0.118;0.012;550.000;;381.46;1;0;1;19h56m32.68s;299.136.166;+45d52m11.8s;45.869.934;960.89;14.666;G (Gaia);12.890;Ks (2MASS);;5600.00;4.40;0.006;0.88;0.94;-0.100;[Fe/H];4.370
2822;Kepler-382;c;Kepler-382 c;Transit;0;2014;1.216.270.100;0.097000;;315.000;0.00993;M-R relationship;1.590;0.142;0.015;431.000;;124.74;1;0;1;19h56m32.68s;299.136.166;+45d52m11.8s;45.869.934;960.89;14.666;G (Gaia);12.890;Ks (2MASS);;5600.00;4.40;0.006;0.88;0.94;-0.100;[Fe/H];4.370
2823;Kepler-383;b;Kepler-383 b;Transit;0;2014;1.290.453.200;0.095000;;230.000;0.00724;M-R relationship;1.320;0.118;0.012;550.000;;;1;0;1;19h25m22.22s;291.342.584;+38d21m47.3s;38.363.134;470.00;15.066;G (Gaia);12.674;Ks (2MASS);;4710.00;4.62;-0.698;0.75;0.67;-0.050;[Fe/H];3.630
2824;Kepler-383;c;Kepler-383 c;Transit;0;2014;3.120.075.100;0.172000;;207.000;0.00651;M-R relationship;1.240;0.111;0.011;597.000;;;1;0;1;19h25m22.22s;291.342.584;+38d21m47.3s;38.363.134;470.00;15.066;G (Gaia);12.674;Ks (2MASS);;4710.00;4.62;-0.698;0.75;0.67;-0.050;[Fe/H];3.630
2825;Kepler-384;b;Kepler-384 b;Transit;0;2014;2.259.705.300;0.148000;;146.000;0.00459;M-R relationship;1.120;0.100;0.010;571.000;;101.55;1;0;1;19h04m06.27s;286.026.112;+44d46m58.3s;44.782.871;919.44;13.554;G (Gaia);12.038;Ks (2MASS);;5577.00;4.47;0.378;0.97;0.88;0.010;[Fe/H];6.920
2826;Kepler-384;c;Kepler-384 c;Transit;0;2014;4.534.826.900;0.236000;;151.000;0.00474;M-R relationship;1.130;0.101;0.010;575.000;;40.10;1;0;1;19h04m06.27s;286.026.112;+44d46m58.3s;44.782.871;919.44;13.554;G (Gaia);12.038;Ks (2MASS);;5577.00;4.47;0.378;0.97;0.88;0.010;[Fe/H];6.920
2827;Kepler-385;b;Kepler-385 b;Transit;0;2014;1.004.368.600;0.097000;;1.280.000;0.04000;Mass;2.730;0.244;0.025;346.000;;143.92;1;0;1;19h37m21.24s;294.338.483;+50d20m11.6s;50.336.544;1493.94;15.192;G (Gaia);13.819;Ks (2MASS);;6326.00;4.41;0.144;1.12;1.13;0.040;[Fe/H];3.310
2828;Kepler-385;c;Kepler-385 c;Transit;0;2014;1.516.316.100;0.127000;;1.320.000;0.04200;Mass;3.040;0.271;0.028;258.000;;83.16;1;0;1;19h37m21.24s;294.338.483;+50d20m11.6s;50.336.544;1493.94;15.192;G (Gaia);13.819;Ks (2MASS);;6326.00;4.41;0.144;1.12;1.13;0.040;[Fe/H];3.310
2829;Kepler-386;b;Kepler-386 b;Transit;0;2014;1.231.043.000;0.096000;;251.000;0.00790;M-R relationship;1.390;0.124;0.013;514.000;;43.26;1;0;1;19h19m26.13s;289.858.871;+48d41m37.9s;48.693.855;904.74;15.617;G (Gaia);13.605;Ks (2MASS);;5178.00;4.56;-0.412;0.82;0.77;-0.020;[Fe/H];4.680
2830;Kepler-386;c;Kepler-386 c;Transit;0;2014;2.519.345.800;0.155000;;312.000;0.00982;M-R relationship;1.580;0.141;0.015;435.000;;16.66;1;0;1;19h19m26.13s;289.858.871;+48d41m37.9s;48.693.855;904.74;15.617;G (Gaia);13.605;Ks (2MASS);;5178.00;4.56;-0.412;0.82;0.77;-0.020;[Fe/H];4.680
2831;Kepler-387;b;Kepler-387 b;Transit;0;2014;679.163.600;0.068000;;108.000;0.00340;M-R relationship;1.030;0.092;0.009;543.000;;304.08;1;0;1;19h11m11.56s;287.798.184;+45d39m24.2s;45.656.715;819.95;13.935;G (Gaia);12.536;Ks (2MASS);;5774.00;4.35;0.119;0.95;1.05;-0.230;[Fe/H];5.500
2832;Kepler-387;c;Kepler-387 c;Transit;0;2014;1.183.754.900;0.098000;;0.64000;0.00201;M-R relationship;0.890;0.079;0.008;499.000;;144.96;1;0;1;19h11m11.56s;287.798.184;+45d39m24.2s;45.656.715;819.95;13.935;G (Gaia);12.536;Ks (2MASS);;5774.00;4.35;0.119;0.95;1.05;-0.230;[Fe/H];5.500
2833;Kepler-388;b;Kepler-388 b;Transit;0;2014;317.331.500;0.036000;;0.45700;0.00144;M-R relationship;0.810;0.072;0.007;473.000;;;1;0;1;18h59m18.73s;284.828.038;+44d36m31.4s;44.608.730;611.32;15.002;G (Gaia);12.544;Ks (2MASS);;4498.00;4.69;-0.439;0.73;0.59;0.000;[Fe/H];3.980
2834;Kepler-388;c;Kepler-388 c;Transit;0;2014;1.329.700.400;0.093000;;0.56600;0.00178;M-R relationship;0.860;0.077;0.008;489.000;;;1;0;1;18h59m18.73s;284.828.038;+44d36m31.4s;44.608.730;611.32;15.002;G (Gaia);12.544;Ks (2MASS);;4498.00;4.69;-0.439;0.73;0.59;0.000;[Fe/H];3.980
2835;Kepler-389;b;Kepler-389 b;Transit;0;2014;324.410.700;0.041000;;289.000;0.00909;M-R relationship;1.510;0.135;0.014;461.000;;167.06;1;0;1;19h27m50.40s;291.960.005;+44d54m00.1s;44.900.024;835.65;15.749;G (Gaia);13.896;Ks (2MASS);;5376.00;4.57;-0.536;0.84;0.79;-0.060;[Fe/H];4.680
2836;Kepler-389;c;Kepler-389 c;Transit;0;2014;1.451.143.000;0.110000;;273.000;0.00859;M-R relationship;1.460;0.130;0.013;482.000;;22.73;1;0;1;19h27m50.40s;291.960.005;+44d54m00.1s;44.900.024;835.65;15.749;G (Gaia);13.896;Ks (2MASS);;5376.00;4.57;-0.536;0.84;0.79;-0.060;[Fe/H];4.680
2837;Kepler-39;b;Kepler-39 b;Transit;0;2011;2.108.721.000;0.164000;0.112000;638.810.000;2.010.000;Mass;13.900;1.240;0.127;1.300.000;897;90.22;1;0;1;19h47m50.46s;296.960.265;+46d02m03.5s;46.034.298;1090.44;14.460;V (Johnson);12.918;Ks (2MASS);F7 V;6350.00;4.40;0.240;1.29;1.40;0.100;[Fe/H];2.100
2838;Kepler-390;b;Kepler-390 b;Transit;0;2014;673.808.800;0.065000;;0.47700;0.00150;M-R relationship;0.820;0.073;0.007;475.000;;99.97;1;0;1;19h26m30.91s;291.628.777;+41d12m31.0s;41.208.603;440.79;13.922;G (Gaia);12.075;Ks (2MASS);;5166.00;4.57;-0.375;0.86;0.78;-0.060;[Fe/H];3.240
2839;Kepler-390;c;Kepler-390 c;Transit;0;2014;1.306.002.200;0.101000;;0.41800;0.00131;M-R relationship;0.790;0.070;0.007;466.000;;41.35;1;0;1;19h26m30.91s;291.628.777;+41d12m31.0s;41.208.603;440.79;13.922;G (Gaia);12.075;Ks (2MASS);;5166.00;4.57;-0.375;0.86;0.78;-0.060;[Fe/H];3.240
2840;Kepler-391;b;Kepler-391 b;Transit;0;2014;741.675.500;0.082000;;1.030.000;0.03250;M-R relationship;3.200;0.285;0.029;173.000;;748.71;1;0;1;19h22m29.24s;290.621.815;+51d03m26.3s;51.057.304;891.53;12.984;G (Gaia);10.970;Ks (2MASS);;4940.00;3.46;0.623;1.03;3.57;-0.070;[Fe/H];9.330
2841;Kepler-391;c;Kepler-391 c;Transit;0;2014;2.048.543.500;0.161000;;1.230.000;0.03860;M-R relationship;3.540;0.316;0.033;152.000;;193.09;1;0;1;19h22m29.24s;290.621.815;+51d03m26.3s;51.057.304;891.53;12.984;G (Gaia);10.970;Ks (2MASS);;4940.00;3.46;0.623;1.03;3.57;-0.070;[Fe/H];9.330
2842;Kepler-392;b;Kepler-392 b;Transit;0;2014;534.185.300;0.059000;;0.97200;0.00306;M-R relationship;1.000;0.089;0.009;534.000;;450.65;1;0;1;19h14m38.58s;288.660.765;+43d22m05.1s;43.368.084;695.06;13.422;G (Gaia);12.121;Ks (2MASS);;5938.00;4.32;0.180;1.07;1.13;-0.020;[Fe/H];4.370
2843;Kepler-392;c;Kepler-392 c;Transit;0;2014;1.042.311.800;0.093000;;137.000;0.00430;M-R relationship;1.100;0.098;0.010;566.000;;185.10;1;0;1;19h14m38.58s;288.660.765;+43d22m05.1s;43.368.084;695.06;13.422;G (Gaia);12.121;Ks (2MASS);;5938.00;4.32;0.180;1.07;1.13;-0.020;[Fe/H];4.370
2844;Kepler-393;b;Kepler-393 b;Transit;0;2014;918.241.700;0.091000;;221.000;0.00696;M-R relationship;1.290;0.115;0.012;566.000;;429.81;1;0;1;19h23m58.86s;290.995.257;+45d11m32.0s;45.192.215;904.28;13.178;G (Gaia);11.995;Ks (2MASS);;6189.00;4.23;0.504;1.21;1.38;-0.010;[Fe/H];2.880
2845;Kepler-393;c;Kepler-393 c;Transit;0;2014;1.461.361.200;0.124000;;233.000;0.00733;M-R relationship;1.330;0.119;0.012;544.000;;231.21;1;0;1;19h23m58.86s;290.995.257;+45d11m32.0s;45.192.215;904.28;13.178;G (Gaia);11.995;Ks (2MASS);;6189.00;4.23;0.504;1.21;1.38;-0.010;[Fe/H];2.880
2846;Kepler-394;b;Kepler-394 b;Transit;0;2014;800.501.300;0.083000;;319.000;0.01000;M-R relationship;1.600;0.143;0.015;428.000;;164.78;1;0;1;19h45m12.47s;296.301.953;+50d40m20.3s;50.672.318;1091.69;14.770;G (Gaia);13.384;Ks (2MASS);;6402.00;4.41;0.040;1.13;1.13;0.020;[Fe/H];3.240
2847;Kepler-394;c;Kepler-394 c;Transit;0;2014;1.213.068.600;0.110000;;339.000;0.01070;M-R relationship;1.660;0.148;0.015;407.000;;94.53;1;0;1;19h45m12.47s;296.301.953;+50d40m20.3s;50.672.318;1091.69;14.770;G (Gaia);13.384;Ks (2MASS);;6402.00;4.41;0.040;1.13;1.13;0.020;[Fe/H];3.240
